time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_period_at_variance_spectral_density_maximum (s),surface_downwelling_shortwave_flux_in_air (W m-2),relative_humidity (1),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed (m s-1),sea_water_temperature_1 (K),sea_water_temperature_2 (K),sea_water_temperature_3 (K),sea_water_temperature_4 (K),sea_water_temperature_5 (K),sea_water_temperature_6 (K),sea_water_temperature_7 (K),sea_water_temperature_8 (K),sea_water_temperature_9 (K),sea_water_temperature_10 (K),sea_water_temperature_11 (K),sea_water_temperature_12 (K),mass_concentration_of_oxygen_in_sea_water (kg m-3),fractional_saturation_of_oxygen_in_sea_water (1),sea_water_specific_conductivity (Unknown),sea_water_temperature_13 (K),sea_water_temperature_14 (K),platform
2025-06-07T01:50:00Z,99200,290.95,4.5,0,97.4,0.06,327.5,18.3,2.3,286.623,285.943,285.695,285.127,284.394,283.899,283.642,283.451,283.155,282.08,281.049,280.904,0.01225,101.95,0.02767,280.629,280.541,1
2025-06-07T02:00:00Z,99220,291.05,4.5,0,97.1,0.06,327.5,7.4,1.7,286.631,285.941,285.656,285.041,284.337,283.925,283.695,283.473,283.174,282.08,281.138,280.893,0.01225,102.03,0.02768,280.594,280.559,1
2025-06-07T02:10:00Z,99230,290.95,4.37,0,97.9,0.042,260.7,5.9,1.6,286.673,285.974,285.7,285.14,284.399,284.088,283.76,283.485,283.181,282.072,280.988,280.883,0.01226,101.95,0.02767,280.602,280.489,1
2025-06-07T02:20:00Z,99240,290.65,4.37,0,98.5,0.042,260.7,346.2,2.1,286.76,286.003,285.752,285.169,284.435,284.072,283.802,283.52,283.228,282.094,281.298,280.903,0.01222,101.86,0.02767,280.671,280.582,1
2025-06-07T02:30:00Z,99230,290.65,2.53,0,98.4,0.044,186.6,11,2.4,286.772,286.022,285.695,285.078,284.388,283.958,283.771,283.514,283.218,282.068,281.039,280.885,0.01223,101.88,0.02767,280.635,280.583,1
2025-06-07T02:40:00Z,99230,290.55,2.53,0,98.8,0.044,186.6,9.8,3,286.785,286.022,285.716,285.117,284.424,284.029,283.784,283.517,283.221,282.051,280.988,280.876,0.01225,101.94,0.02767,280.653,280.538,1
2025-06-07T02:50:00Z,99220,290.65,2.3,0,99.1,0.045,170.2,17.9,2.5,286.871,286.029,285.735,285.114,284.445,284.011,283.84,283.534,283.277,282.228,281.382,280.896,0.01222,101.87,0.02767,280.646,280.596,1
2025-06-07T03:00:00Z,99230,290.75,2.3,0,98.8,0.045,170.2,16.6,2.4,286.965,286,285.707,285.153,284.45,284.061,283.826,283.527,283.255,282.055,280.987,280.835,0.01229,101.94,0.02768,280.548,280.402,1
2025-06-07T03:10:00Z,99220,290.65,4.52,0,99,0.039,248,14.3,3.3,286.913,285.983,285.667,285.097,284.452,284.103,283.857,283.537,283.279,282.117,281.041,280.827,0.0123,101.97,0.02766,280.495,280.385,1
2025-06-07T03:20:00Z,99220,290.65,4.52,0,98.7,0.039,248,9.5,4.2,286.971,286.001,285.658,285.023,284.434,284.127,283.886,283.544,283.29,282.114,280.981,280.794,0.01231,101.97,0.02768,280.412,280.357,1
2025-06-07T03:30:00Z,99210,290.75,4.4,0,95.7,0.043,276.1,18.4,3.4,287.222,286.018,285.658,284.963,284.421,284.148,283.94,283.588,283.324,282.345,281.298,280.754,0.01231,101.97,0.02768,280.403,280.327,1
2025-06-07T03:40:00Z,99200,290.65,4.4,0,95.9,0.043,276.1,19.9,2.3,287.99,286.038,285.759,285.194,284.535,284.29,283.999,283.682,283.37,282.883,281.506,280.76,0.01229,102.05,0.02767,280.499,280.455,1
2025-06-07T03:50:00Z,99190,290.55,3.24,0,96.1,0.078,23.3,22.1,1.1,289.049,286.167,285.862,285.293,284.589,284.329,284.063,283.852,283.502,283.325,281.907,280.871,0.01222,101.83,0.02767,280.652,280.575,1
2025-06-07T04:00:00Z,99190,290.45,3.24,0,96.3,0.078,23.3,22.4,2.4,288.04,286.052,285.736,285.147,284.529,284.333,284.021,283.73,283.442,283.302,281.617,280.799,0.01231,101.91,0.02768,280.331,280.334,1
2025-06-07T04:10:00Z,99200,290.45,4.48,0,96.4,0.064,293.4,19,2.3,288.731,286.163,285.825,285.291,284.615,284.403,284.164,283.882,283.521,283.359,281.956,280.877,0.01221,101.72,0.02767,280.66,280.552,1
2025-06-07T04:20:00Z,99190,290.35,4.48,0,97.3,0.064,293.4,13.7,2.7,288.46,286.054,285.755,285.178,284.564,284.361,284.077,283.759,283.462,283.351,281.82,280.805,0.01228,101.84,0.02768,280.413,280.381,1
2025-06-07T04:30:00Z,99190,290.35,4.43,0,96.3,0.07,315.4,11.9,3.9,288.219,286.038,285.762,285.156,284.557,284.364,284.08,283.707,283.436,283.354,281.601,280.725,0.01231,101.83,0.02768,280.354,280.296,1
2025-06-07T04:40:00Z,99210,290.25,4.43,0,96.1,0.07,315.4,11.3,3.8,288.451,286.063,285.786,285.132,284.558,284.368,284.087,283.69,283.433,283.365,281.436,280.648,0.01232,101.79,0.02768,280.224,280.224,1
2025-06-07T04:50:00Z,99210,290.25,1.35,0,95.3,0.073,9.4,19.6,4.7,289.177,286.162,285.852,285.424,284.638,284.447,284.19,283.764,283.512,283.403,281.698,280.677,0.01231,101.78,0.02768,280.272,280.262,1
2025-06-07T05:00:00Z,99200,290.05,1.35,0,95.5,0.073,9.4,14.9,4.6,288.979,286.164,285.884,285.512,284.704,284.465,284.219,283.809,283.524,283.42,281.704,280.62,0.01231,101.69,0.02768,280.26,280.219,1
2025-06-07T05:10:00Z,99200,290.05,1.44,0,95.4,0.104,17.1,18.7,4.3,288.909,286.142,285.895,285.518,284.69,284.43,284.252,283.807,283.48,283.41,281.051,280.409,0.01232,101.47,0.02769,280.166,280.115,1
2025-06-07T05:20:00Z,99210,289.95,1.44,0,95,0.104,17.1,18.6,4.5,288.767,286.099,285.931,285.537,284.72,284.414,284.209,283.745,283.45,282.827,280.827,280.274,0.01231,100.95,0.02769,279.984,279.945,1
2025-06-07T05:30:00Z,99200,289.95,1.74,0,95,0.154,24.4,23.7,3.7,288.938,286.106,285.927,285.5,284.644,284.415,284.231,283.814,283.474,283.134,280.908,280.313,0.01229,100.78,0.0277,279.984,279.919,1
2025-06-07T05:40:00Z,99190,289.75,1.74,0,96.1,0.154,24.4,20.2,4.4,289.04,286.15,285.967,285.516,284.61,284.417,284.233,283.799,283.48,282.591,280.766,280.072,0.01223,100.13,0.0277,279.929,279.876,1
2025-06-07T05:50:00Z,99180,289.75,1.86,0,96.1,0.17,31.6,27.1,3.4,288.977,286.179,285.949,285.448,284.585,284.413,284.17,283.74,283.487,282.508,280.762,280.05,0.01229,100.62,0.02771,279.932,279.879,1
2025-06-07T06:00:00Z,99170,289.75,1.86,0,96.2,0.17,31.6,27.7,2.9,288.776,286.203,285.911,285.261,284.578,284.433,284.161,283.734,283.49,282.48,280.794,280.129,0.01229,100.7,0.0277,279.958,279.901,1
2025-06-07T06:10:00Z,99160,289.65,1.92,0,96.7,0.167,36.8,28.6,2.5,288.606,286.223,285.734,285.056,284.558,284.389,283.971,283.666,283.463,282.357,280.914,280.242,0.0123,100.82,0.0277,279.975,279.921,1
2025-06-07T06:20:00Z,99160,289.65,1.92,0,97.1,0.167,36.8,29,3,288.342,286.257,285.779,285.119,284.57,284.371,283.979,283.636,283.458,282.305,281.001,280.4,0.01234,101.42,0.0277,280.054,280.02,1
2025-06-07T06:30:00Z,99160,289.65,1.91,0,96.8,0.161,46.4,43.9,2.3,288.618,286.266,285.729,284.98,284.564,284.315,283.958,283.623,283.337,282.097,280.96,280.427,0.01233,101.53,0.0277,280.146,280.098,1
2025-06-07T06:40:00Z,99150,289.65,1.89,0,97.2,0.158,54.1,54.7,1.7,288.422,286.273,285.652,284.877,284.533,284.19,283.909,283.637,282.927,282.017,280.889,280.432,0.01231,101.66,0.02769,280.261,280.231,1
2025-06-07T06:50:00Z,99150,289.55,1.89,0,98,0.158,54.1,113.9,0.4,288.4,286.302,285.709,285.01,284.579,284.348,283.917,283.66,283.009,281.842,280.8,280.452,0.01228,101.79,0.02768,280.407,280.371,1
2025-06-07T07:00:00Z,99140,289.45,2.06,0,98.3,0.143,53.3,105.1,1,288.36,286.296,285.675,284.893,284.548,284.151,283.873,283.65,282.481,281.552,280.73,280.545,0.01225,101.79,0.02768,280.516,280.471,1
2025-06-07T07:10:00Z,99130,289.35,2.06,0,98.3,0.143,53.3,107.1,1.6,288.449,286.279,285.615,284.839,284.533,284.18,283.905,283.693,282.696,281.647,280.799,280.622,0.01222,101.76,0.02767,280.583,280.536,1
2025-06-07T07:20:00Z,99140,289.35,2,0,98.5,0.137,54.3,112.3,1.4,288.568,286.273,285.649,284.846,284.489,284.185,283.895,283.707,282.514,281.571,280.826,280.709,0.0122,101.69,0.02768,280.659,280.601,1
2025-06-07T07:30:00Z,99120,289.35,2,0,98.6,0.137,54.3,107.6,1.2,288.543,286.15,285.595,284.811,284.525,284.174,283.976,283.744,282.514,281.713,280.881,280.776,0.01217,101.7,0.02767,280.719,280.688,1
2025-06-07T07:40:00Z,99110,289.35,1.96,0,98.4,0.13,55,54.6,1.7,288.51,286.162,285.577,284.872,284.561,284.25,284.005,283.765,282.617,281.592,280.986,280.823,0.01223,101.84,0.02767,280.582,280.549,1
2025-06-07T07:50:00Z,99090,289.35,1.96,0,98.1,0.13,55,45,2.2,288.384,286.198,285.619,284.858,284.52,284.22,284.022,283.764,282.405,281.586,280.991,280.803,0.01232,100.54,0.02774,279.899,279.736,1
2025-06-07T08:00:00Z,99090,289.35,2.01,0,97.8,0.135,47.7,58.4,2.2,288.06,286.016,285.32,284.709,284.458,284.181,283.98,283.732,282.312,281.296,281.143,280.155,0.01213,97.16,0.02783,279.049,278.99,1
2025-06-07T08:10:00Z,99100,289.45,2.01,0,96.2,0.135,47.7,47.2,2.1,288.074,286.092,285.286,284.71,284.482,284.219,284.029,283.746,282.328,281.454,281.118,280.065,0.01214,97.2,0.02783,279.056,278.999,1
2025-06-07T08:20:00Z,99090,289.45,4.26,0,95.4,0.149,300.8,67,2,287.719,285.943,285.25,284.705,284.503,284.241,284.063,283.766,282.354,281.559,281.098,279.91,0.01213,97.06,0.02783,279.056,278.964,1
2025-06-07T08:30:00Z,99080,289.65,4.26,0,92.6,0.149,300.8,56.8,2.7,287.874,286.005,285.289,284.736,284.528,284.279,284.101,283.783,282.399,281.749,281.066,280.247,0.01216,97.54,0.02781,279.166,279.072,1
2025-06-07T08:40:00Z,99080,289.75,4.32,0,90,0.116,39.6,47.4,2.3,287.281,285.878,285.201,284.699,284.493,284.28,284.088,283.78,282.016,281.668,281.01,279.545,0.01213,97.14,0.02784,279.042,278.98,1
2025-06-07T08:50:00Z,99100,289.45,4.32,0,92.4,0.116,39.6,44.5,0.9,287.22,285.898,285.246,284.701,284.517,284.307,284.119,283.799,282.112,281.63,280.969,279.571,0.01213,97.01,0.02785,279.01,278.938,1
2025-06-07T09:00:00Z,99110,289.35,1.93,0,90.4,0.111,47.5,31.9,1,287.59,285.95,285.232,284.702,284.504,284.328,284.148,283.812,282.142,281.535,280.963,279.306,0.01214,97.12,0.02785,278.989,278.945,1
2025-06-07T09:10:00Z,99130,289.35,1.93,0,90.4,0.111,47.5,63.4,0.9,287.688,285.991,285.24,284.709,284.53,284.348,284.185,283.831,282.176,281.581,280.964,279.255,0.01215,97.14,0.02785,278.998,278.937,1
2025-06-07T09:20:00Z,99130,289.45,3.68,0,85.9,0.117,20.2,62,1.4,287.632,285.966,285.265,284.717,284.535,284.359,284.217,283.84,282.292,281.755,281.111,280.443,0.01216,97.52,0.02783,279.112,279.062,1
2025-06-07T09:30:00Z,99130,289.35,3.68,0,87.2,0.117,20.2,44.4,1.8,287.383,285.904,285.218,284.716,284.537,284.372,284.223,283.839,282.253,281.708,281.093,279.45,0.01217,97.22,0.02786,278.921,278.903,1
2025-06-07T09:40:00Z,99150,289.15,1.94,1.1,89.3,0.112,49.1,40.2,0.9,287.267,285.878,285.176,284.716,284.515,284.364,284.182,283.797,282.295,281.516,281.071,279.233,0.01215,96.96,0.02787,278.88,278.848,1
2025-06-07T09:50:00Z,99150,288.95,1.94,4.2,90.8,0.112,49.1,0,0,287.57,285.962,285.182,284.719,284.583,284.384,284.246,283.841,282.581,281.788,281.12,279.44,0.01215,97.11,0.02784,278.991,278.919,1
2025-06-07T10:00:00Z,99170,288.75,4.18,10.6,91.5,0.12,297.8,263.9,0.3,287.248,285.881,285.131,284.714,284.568,284.39,284.233,283.817,282.579,281.657,281.118,279.745,0.01216,96.9,0.02787,278.898,278.814,1
2025-06-07T10:10:00Z,99180,288.75,4.18,16,92.2,0.12,297.8,359.8,0.5,286.934,285.826,285.125,284.714,284.543,284.404,284.24,283.816,282.553,281.594,281.113,279.86,0.01216,96.92,0.02788,278.906,278.808,1
2025-06-07T10:20:00Z,99180,288.65,4.3,22.7,91.8,0.099,326.6,156.4,1,286.927,285.845,285.097,284.712,284.514,284.396,284.144,283.534,282.405,281.409,281.017,279.833,0.01217,97.15,0.02786,278.954,278.882,1
2025-06-07T10:30:00Z,99190,288.75,4.3,33.2,89,0.099,326.6,0,0,287.501,286.185,285.277,284.716,284.585,284.421,284.229,283.815,282.67,281.764,281.101,280.213,0.01217,97.63,0.02783,279.208,279.067,1
2025-06-07T10:40:00Z,99200,288.95,3.51,51.7,88.2,0.105,358.3,0,0,287.725,286.208,285.206,284.711,284.56,284.428,284.201,283.826,282.738,281.789,281.004,279.63,0.01218,97.43,0.02785,279.034,278.963,1
2025-06-07T10:50:00Z,99210,288.95,3.51,68.1,87.4,0.105,358.3,56.3,1.5,287.79,286.182,285.197,284.707,284.516,284.338,284.151,283.472,282.487,281.568,280.791,279.252,0.01217,97.18,0.02785,278.978,278.898,1
2025-06-07T11:00:00Z,99220,288.95,3.54,80.4,86.8,0.115,357.3,21.8,1.3,288.024,286.228,285.173,284.698,284.467,284.298,284.161,283.335,282.402,281.479,280.725,279.185,0.01217,97.2,0.02786,278.952,278.888,1
2025-06-07T11:10:00Z,99220,289.05,3.54,70.2,85.9,0.115,357.3,35.3,1.7,287.942,286.106,285.137,284.698,284.479,284.297,284.121,283.284,282.35,281.529,280.855,279.228,0.01217,97.29,0.02786,278.972,278.916,1
2025-06-07T11:20:00Z,99220,289.05,2.2,116.9,85.6,0.102,10.6,18,1.4,288.001,286.134,285.257,284.698,284.515,284.333,284.162,283.463,282.464,281.672,281.037,279.742,0.01219,97.72,0.02782,279.105,279.034,1
2025-06-07T11:30:00Z,99210,289.35,2.2,91.7,80.7,0.102,10.6,37.6,2,287.912,285.991,285.168,284.691,284.499,284.335,284.073,283.392,282.359,281.453,280.762,279.517,0.01219,97.58,0.02785,279.052,278.984,1
2025-06-07T11:40:00Z,99210,289.15,2.03,90,84.8,0.115,6.6,26.2,2.2,287.697,285.973,285.295,284.697,284.537,284.375,284.114,283.582,282.447,281.596,281.098,279.761,0.01219,98.09,0.02782,279.265,279.187,1
2025-06-07T11:50:00Z,99220,289.15,2.03,119.6,86.6,0.115,6.6,60.5,2.3,287.753,285.936,285.319,284.699,284.568,284.4,284.138,283.631,282.606,281.877,281.33,280.399,0.01221,98.48,0.0278,279.4,279.278,1
2025-06-07T12:00:00Z,99230,289.45,2.28,179.1,82.4,0.121,19,62.6,1.2,287.509,285.894,285.303,284.699,284.582,284.385,284.089,283.642,282.609,281.797,281.316,280.285,0.0122,98.49,0.02779,279.351,279.294,1
2025-06-07T12:10:00Z,99210,289.75,2.28,234.2,83.8,0.121,19,39.9,1.3,287.275,285.851,285.264,284.69,284.588,284.378,284.019,283.679,282.604,281.694,281.287,279.913,0.0122,98.26,0.02781,279.399,279.233,1
2025-06-07T12:20:00Z,99220,289.25,2.34,252.3,86.4,0.127,16,42.1,2.1,287.455,285.83,285.267,284.7,284.597,284.385,284.052,283.694,282.733,281.678,281.249,280.305,0.01223,99.02,0.02779,279.581,279.436,1
2025-06-07T12:30:00Z,99230,289.25,2.34,230.9,87,0.127,16,27.9,2.2,287.604,285.825,285.281,284.685,284.592,284.375,284.024,283.707,282.818,281.682,281.175,280.532,0.01223,99.14,0.02777,279.556,279.479,1
2025-06-07T12:40:00Z,99270,289.15,2.29,260.8,87,0.124,26.7,5.2,2.3,287.719,285.824,285.348,284.709,284.601,284.38,284.035,283.721,282.875,281.728,281.23,280.692,0.01224,99.46,0.02774,279.768,279.565,1
2025-06-07T12:50:00Z,99280,289.05,2.29,310.5,88,0.124,26.7,4,2.7,287.597,285.772,285.345,284.699,284.592,284.345,284.052,283.726,282.89,281.705,281.203,280.685,0.01224,99.53,0.02776,279.746,279.594,1
2025-06-07T13:00:00Z,99290,289.05,2.28,331.5,88.1,0.121,36,25.3,2.4,287.356,285.777,285.369,284.702,284.581,284.315,284.02,283.711,282.96,281.685,281.183,280.335,0.01221,99.05,0.02777,279.609,279.518,1
2025-06-07T13:10:00Z,99280,289.25,2.28,355.7,86.8,0.121,36,31.4,1.8,287.43,285.816,285.339,284.689,284.553,284.271,283.966,283.701,282.887,281.668,281.159,280.148,0.01221,98.85,0.02779,279.448,279.433,1
2025-06-07T13:20:00Z,99290,289.15,2.34,380.6,88.4,0.122,37.9,34.7,2.1,286.545,285.74,285.355,284.7,284.552,284.272,283.948,283.706,282.772,281.723,281.16,279.988,0.01219,98.4,0.02779,279.397,279.305,1
2025-06-07T13:30:00Z,99290,289.35,2.34,403.3,87.1,0.122,37.9,23.5,2.3,286.552,285.718,285.387,284.711,284.566,284.307,284.038,283.727,282.98,281.915,281.216,280.273,0.01218,98.25,0.02781,279.401,279.28,1
2025-06-07T13:40:00Z,99280,289.25,2.46,426.8,86.3,0.12,33.8,11.8,1.5,286.669,285.747,285.363,284.709,284.557,284.283,283.951,283.668,282.674,281.717,281.234,279.85,0.01217,98.05,0.02781,279.293,279.242,1
2025-06-07T13:50:00Z,99260,289.15,2.46,452.6,87,0.12,33.8,0.9,1.9,286.332,285.724,285.341,284.705,284.561,284.28,283.917,283.647,282.85,281.839,281.313,279.794,0.01216,97.84,0.02782,279.266,279.19,1
2025-06-07T14:00:00Z,99270,289.25,2.36,478.2,86.9,0.116,44.4,0.8,1.4,286.351,285.696,285.334,284.707,284.554,284.279,283.894,283.647,282.95,282.029,281.363,280.051,0.01215,97.72,0.02782,279.278,279.152,1
2025-06-07T14:10:00Z,99270,289.45,2.36,518.5,82.8,0.116,44.4,358.6,1.4,286.287,285.69,285.283,284.704,284.547,284.276,283.875,283.627,282.988,282.108,281.387,279.73,0.01216,97.57,0.02783,279.178,279.08,1
2025-06-07T14:20:00Z,99260,289.55,2.32,549.1,82.7,0.117,39.6,337.4,0.3,286.232,285.674,285.217,284.686,284.486,284.238,283.799,283.629,282.956,282.11,281.322,279.444,0.01214,97.25,0.02784,279.072,278.996,1
2025-06-07T14:30:00Z,99300,289.65,2.32,567.9,82.9,0.117,39.6,23.5,0.9,286.215,285.668,285.201,284.677,284.488,284.215,283.823,283.639,283.014,282.135,281.285,279.19,0.01213,96.94,0.02786,278.981,278.917,1
2025-06-07T14:40:00Z,99280,289.55,2.26,567.9,82.3,0.137,36.4,307.4,1.8,286.226,285.654,285.229,284.675,284.504,284.21,283.841,283.699,283.155,282.388,281.318,279.273,0.01212,96.86,0.02786,278.96,278.901,1
2025-06-07T14:50:00Z,99290,289.65,2.26,592.3,82.2,0.137,36.4,341.7,2.2,286.146,285.632,285.22,284.665,284.494,284.208,283.882,283.732,283.336,282.535,281.348,279.299,0.01212,96.69,0.02786,278.936,278.864,1
2025-06-07T15:00:00Z,99280,289.55,2.32,602.7,83.3,0.13,41.2,5.5,2.7,286.14,285.607,285.249,284.672,284.5,284.185,283.921,283.754,283.456,282.698,281.491,279.715,0.0121,96.57,0.02786,278.94,278.853,1
2025-06-07T15:10:00Z,99280,289.85,2.32,613.7,83.5,0.13,41.2,9.8,0.9,286.088,285.572,285.278,284.683,284.483,284.115,283.918,283.715,283.462,282.725,281.52,279.75,0.0121,96.47,0.02786,278.898,278.814,1
2025-06-07T15:20:00Z,99290,289.95,2.18,642,83,0.129,36.8,315.3,1.3,286.208,285.575,285.336,284.718,284.503,284.051,283.892,283.729,283.413,282.73,281.533,280.136,0.0121,96.57,0.02786,278.938,278.869,1
2025-06-07T15:30:00Z,99300,289.95,2.18,662,82.8,0.129,36.8,9.1,1.7,286.259,285.543,285.302,284.691,284.4,284.01,283.893,283.775,283.394,282.748,281.569,280.662,0.01212,97.08,0.02785,279.116,278.995,1
2025-06-07T15:40:00Z,99310,290.25,2.25,673.1,83.9,0.123,34.1,295.1,1.7,286.199,285.512,285.281,284.704,284.398,284.097,283.952,283.829,283.47,282.962,281.897,280.929,0.01208,98.11,0.02776,279.749,279.548,1
2025-06-07T15:50:00Z,99300,290.15,2.25,689.5,87.3,0.123,34.1,0.1,1.4,286.343,285.505,285.27,284.721,284.413,284.065,284.002,283.815,283.518,282.99,282.005,280.955,0.01207,97.43,0.0278,279.775,279.307,1
2025-06-07T16:00:00Z,99290,290.45,2.07,707.7,84.4,0.117,41.3,355.6,1.6,286.395,285.489,285.269,284.731,284.382,284.083,284.036,283.854,283.529,283.106,282.168,281.023,0.01204,97.47,0.0278,279.646,279.425,1
2025-06-07T16:10:00Z,99290,290.65,2.07,723,83.5,0.117,41.3,354.1,0.7,286.494,285.506,285.264,284.725,284.308,284.068,284.046,283.852,283.555,283.03,281.799,280.773,0.01208,96.45,0.02786,279.031,278.885,1
2025-06-07T16:20:00Z,99290,291.15,2.54,748.7,79.8,0.122,48.7,195.5,0.5,286.318,285.465,285.151,284.707,284.297,284.092,284.049,283.892,283.644,283.304,282.17,281.104,0.01197,96.56,0.02779,279.647,279.29,1
2025-06-07T16:30:00Z,99270,290.75,2.54,719,81.4,0.122,48.7,265.5,0.7,286.263,285.405,284.994,284.679,284.281,284.067,283.98,283.889,283.654,283.303,281.894,280.867,0.01206,96.19,0.02786,278.936,278.822,1
2025-06-07T16:40:00Z,99270,290.95,2.32,764.1,80.1,0.116,50.3,329.5,0.6,286.254,285.38,284.956,284.699,284.23,284.029,283.966,283.876,283.656,283.247,281.903,280.679,0.01206,96.01,0.02786,278.843,278.756,1
2025-06-07T16:50:00Z,99270,291.15,2.32,762.5,77.4,0.116,50.3,306.5,0.6,286.247,285.371,284.982,284.606,284.187,284.004,283.973,283.884,283.671,283.349,282.001,280.967,0.01205,96.06,0.02787,278.867,278.817,1
2025-06-07T17:00:00Z,99270,291.35,2.02,785.1,78.4,0.098,59,279.1,1.2,286.219,285.372,284.973,284.635,284.149,284.002,283.98,283.865,283.691,283.328,281.728,280.469,0.01207,95.8,0.0279,278.73,278.638,1
2025-06-07T17:10:00Z,99260,291.45,2.02,788.6,77.9,0.098,59,297.1,1.5,286.344,285.374,285.019,284.596,284.146,284.014,283.987,283.873,283.713,283.413,281.707,280.813,0.01206,95.87,0.02787,278.793,278.719,1
2025-06-07T17:20:00Z,99250,291.45,1.93,790.7,78.8,0.085,71.3,288.2,2.3,286.394,285.367,285.013,284.453,284.127,283.99,283.942,283.859,283.692,283.061,281.675,280.816,0.01133,93.9,0.02776,280.286,280.371,1
2025-06-07T17:30:00Z,99240,291.45,1.93,791.1,81,0.085,71.3,295.1,2.2,286.342,285.354,285,284.446,284.121,283.992,283.964,283.87,283.615,283.138,281.775,281.015,0.01129,93.84,0.02777,280.346,280.504,1
2025-06-07T17:40:00Z,99240,291.35,1.88,787.8,84.9,0.086,67.2,276.6,2.4,286.33,285.329,284.971,284.473,284.07,283.983,283.969,283.867,283.677,283.058,281.771,281.37,0.01102,93.11,0.02774,281.161,281.165,1
2025-06-07T17:50:00Z,99220,291.25,1.88,782.6,84.7,0.086,67.2,285.8,2.4,286.398,285.289,284.947,284.368,284.068,283.982,283.972,283.875,283.548,282.482,281.615,281.474,0.01135,94.48,0.02775,280.728,280.555,1
2025-06-07T18:00:00Z,99220,291.25,1.97,767.9,87,0.082,54.2,270.7,2.6,286.561,285.35,285.014,284.379,284.103,283.998,284,283.922,283.749,282.738,281.793,281.642,0.01103,93.84,0.02773,281.147,281.423,1
2025-06-07T18:10:00Z,99220,291.35,1.97,775.8,85.7,0.082,54.2,262,2.8,286.686,285.392,285.042,284.34,284.126,284.003,284.005,283.919,283.536,282.447,281.814,281.709,0.01111,93.91,0.02773,281.229,281.176,1
2025-06-07T18:20:00Z,99220,291.35,1.74,773.2,85.9,0.078,50.1,262.1,2.8,286.737,285.417,285.054,284.296,284.161,284.006,284.015,283.904,283.53,282.605,281.969,281.755,0.01104,94.34,0.02769,281.636,281.612,1
2025-06-07T18:30:00Z,99190,291.45,1.74,750.2,86,0.078,50.1,270.2,2.4,286.694,285.442,285.049,284.304,284.161,284.017,284.024,283.913,283.637,282.631,281.989,281.88,0.01107,94.78,0.02771,281.724,281.681,1
2025-06-07T18:40:00Z,99190,291.55,1.87,757.4,85.1,0.068,49.2,273.2,2.4,286.857,285.517,285.024,284.323,284.138,284.031,283.996,283.894,283.478,282.462,282.01,281.885,0.0111,94.69,0.02769,281.702,281.538,1
2025-06-07T18:50:00Z,99170,291.55,1.87,720.6,85,0.068,49.2,281.9,2.3,287.721,285.627,285.032,284.337,284.19,284.062,284.049,283.917,283.591,282.627,282.109,281.921,0.01104,94.85,0.0277,281.812,281.818,1
2025-06-07T19:00:00Z,99180,291.65,1.7,708.8,85.7,0.071,52.2,289,2.7,288.078,285.576,284.809,284.373,284.186,284.046,284.049,283.876,283.467,282.495,282.093,281.953,0.01115,95.28,0.0277,281.712,281.598,1
2025-06-07T19:10:00Z,99170,291.55,1.7,725.6,89.5,0.071,52.2,289.4,3.4,287.534,285.517,284.69,284.408,284.216,284.082,284.052,283.929,283.52,282.703,282.193,282.016,0.01122,95.51,0.02776,281.811,281.45,1
2025-06-07T19:20:00Z,99190,291.55,1.88,697.3,90.9,0.064,47.9,292.7,3,287.108,285.451,284.611,284.447,284.22,284.096,284.053,283.952,283.546,282.843,282.261,281.965,0.01142,93.62,0.0278,281.064,279.923,1
2025-06-07T19:30:00Z,99200,291.55,1.88,684.3,90.7,0.064,47.9,293.1,2.8,286.927,285.461,284.667,284.481,284.215,284.101,284.067,283.948,283.471,282.742,282.26,281.982,0.01151,93.85,0.02781,280.604,279.701,1
2025-06-07T19:40:00Z,99200,291.55,1.87,670.4,90.6,0.065,55.3,299.2,3.9,288.526,285.637,284.74,284.519,284.226,284.117,284.084,283.958,283.474,282.841,282.299,282.027,0.01152,94.08,0.02781,280.48,279.772,1
2025-06-07T19:50:00Z,99200,291.55,1.87,644.3,89.1,0.065,55.3,295.6,3.8,288.741,285.763,284.795,284.552,284.263,284.147,284.095,283.985,283.57,283.156,282.385,282.109,0.01094,94.17,0.02771,281.86,281.913,1
