time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_period_at_variance_spectral_density_maximum (s),surface_downwelling_shortwave_flux_in_air (W m-2),relative_humidity (1),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed (m s-1),sea_water_temperature_1 (K),sea_water_temperature_2 (K),sea_water_temperature_3 (K),sea_water_temperature_4 (K),sea_water_temperature_5 (K),sea_water_temperature_6 (K),sea_water_temperature_7 (K),sea_water_temperature_8 (K),sea_water_temperature_9 (K),sea_water_temperature_10 (K),sea_water_temperature_11 (K),sea_water_temperature_12 (K),mass_concentration_of_oxygen_in_sea_water (kg m-3),fractional_saturation_of_oxygen_in_sea_water (1),sea_water_specific_conductivity (Unknown),sea_water_temperature_13 (K),sea_water_temperature_14 (K),platform
2025-06-06T07:00:00Z,99610,287.85,2.18,0,100,0.058,102.3,69.9,0.9,286.962,285.533,284.29,283.762,283.369,282.934,282.793,282.674,282.33,281.804,280.657,280.093,0.01214,99.35,0.02772,279.917,279.862,1
2025-06-06T07:10:00Z,99600,287.85,1.41,0,100,0.059,98.9,66.1,0.8,286.749,285.555,284.417,283.867,283.18,282.95,282.787,282.663,282.313,281.906,280.739,280.096,0.01214,99.47,0.02772,279.951,279.888,1
2025-06-06T07:20:00Z,99620,287.95,1.41,0,100,0.059,98.9,64.8,0.4,286.716,285.643,285.06,283.92,283.353,282.96,282.79,282.656,282.275,281.734,280.615,280.063,0.01215,99.46,0.02772,279.928,279.872,1
2025-06-06T07:30:00Z,99590,287.95,1.36,0,100,0.06,103.7,0,0,286.402,285.544,284.59,283.799,283.132,282.871,282.755,282.635,282.286,281.851,280.696,280.12,0.01214,99.44,0.02771,279.981,279.898,1
2025-06-06T07:40:00Z,99580,287.95,1.36,0,100,0.06,103.7,63.9,1.5,286.754,285.652,285.109,283.868,283.221,282.871,282.767,282.65,282.22,281.78,280.726,280.114,0.01215,99.53,0.02771,279.969,279.905,1
2025-06-06T07:50:00Z,99580,288.05,1.44,0,100,0.065,89.6,54.9,2.3,286.766,285.598,285.13,283.87,283.197,282.862,282.766,282.652,282.344,281.995,280.879,280.189,0.01214,99.62,0.02772,280.025,279.973,1
2025-06-06T08:00:00Z,99580,288.05,1.44,0,100,0.065,89.6,356.6,1.4,287.138,285.742,285.205,284.12,283.395,282.931,282.79,282.657,282.315,282.009,280.771,280.137,0.01218,99.91,0.02772,280.019,279.949,1
2025-06-06T08:10:00Z,99580,288.05,3.53,0,100,0.078,69.3,0.4,2.4,286.381,285.626,285.178,284.316,283.52,282.962,282.794,282.666,282.196,282.072,280.8,280.154,0.01218,100.03,0.02771,280.03,279.984,1
2025-06-06T08:20:00Z,99580,288.05,3.53,0,100,0.078,69.3,344.9,3.2,286.227,285.628,285.157,284.386,283.563,282.967,282.789,282.644,282.167,281.911,280.629,280.117,0.01218,99.87,0.02772,280.006,279.934,1
2025-06-06T08:30:00Z,99550,288.25,3.09,0,100,0.079,63.8,29.6,4,286.26,285.647,285.148,284.443,283.648,283.02,282.815,282.693,282.239,282.159,280.826,280.204,0.01213,99.62,0.02771,280.055,280.006,1
2025-06-06T08:40:00Z,99560,288.65,3.09,0,100,0.079,63.8,18.9,4.2,286.229,285.589,285.194,284.52,283.684,283.014,282.807,282.689,282.196,282.107,280.672,280.162,0.01212,99.47,0.02772,280.009,279.961,1
2025-06-06T08:50:00Z,99560,288.55,1.47,0,100,0.079,56.3,25.7,3.8,286.234,285.652,285.199,284.6,283.686,283,282.811,282.717,282.372,282.188,280.947,280.281,0.01214,99.77,0.02771,280.078,280.033,1
2025-06-06T09:00:00Z,99550,288.45,1.47,0,100,0.079,56.3,22.2,3.9,286.248,285.618,285.318,284.767,283.719,283.004,282.804,282.689,282.277,282.108,280.613,280.205,0.01215,99.78,0.02772,280.036,279.989,1
2025-06-06T09:10:00Z,99550,288.55,1.51,0,100,0.122,51.7,34.2,3.4,286.919,285.633,285.382,284.897,283.728,283.021,282.802,282.715,282.423,282.226,280.866,280.279,0.01218,100.23,0.02771,280.114,280.08,1
2025-06-06T09:20:00Z,99560,288.35,1.51,0,100,0.122,51.7,24.2,2.4,286.54,285.648,285.315,284.778,283.706,282.971,282.786,282.679,282.335,282.089,280.555,280.222,0.01224,100.58,0.02771,280.066,280.022,1
2025-06-06T09:30:00Z,99540,288.35,1.63,0,100,0.132,53.7,102,0.9,286.484,285.713,285.296,284.719,283.693,282.96,282.779,282.664,282.361,282.116,280.611,280.264,0.01227,100.91,0.0277,280.097,280.056,1
2025-06-06T09:40:00Z,99540,288.35,1.63,0,100,0.132,53.7,112,0.3,286.723,285.724,285.288,284.891,283.691,282.98,282.791,282.621,282.373,282.037,280.735,280.315,0.01222,100.61,0.0277,280.148,280.099,1
2025-06-06T09:50:00Z,99550,288.45,1.65,0,100,0.131,60.6,43.8,1.9,286.792,285.742,285.34,284.791,283.662,282.957,282.829,282.624,282.416,281.983,280.878,280.333,0.01218,100.47,0.02771,280.179,280.157,1
2025-06-06T10:00:00Z,99560,288.15,1.65,0.9,100,0.131,60.6,102.2,1.5,286.817,285.735,285.309,284.795,283.651,282.947,282.84,282.657,282.46,281.984,281.051,280.427,0.01212,100.21,0.0277,280.297,280.254,1
2025-06-06T10:10:00Z,99580,288.15,1.7,1.6,100,0.12,56,103.4,1.8,286.68,285.846,285.375,284.918,283.79,282.952,282.854,282.696,282.446,281.742,280.942,280.494,0.01213,100.2,0.0277,280.3,280.244,1
2025-06-06T10:20:00Z,99580,287.75,1.7,3.3,100,0.12,56,108.4,1.8,286.623,285.821,285.372,284.911,283.789,282.933,282.867,282.705,282.448,281.584,280.886,280.608,0.01215,100.43,0.0277,280.301,280.256,1
2025-06-06T10:30:00Z,99590,287.95,1.66,4.8,100,0.113,57.7,102.1,1.9,286.634,285.857,285.389,285,283.991,283.404,282.882,282.783,282.528,282.025,281.203,280.721,0.01217,100.64,0.02768,280.355,280.289,1
2025-06-06T10:40:00Z,99600,288.05,1.66,4.8,100,0.113,57.7,113.9,0.5,286.582,285.873,285.392,285.037,284.083,283.554,282.898,282.801,282.608,282.19,281.272,280.747,0.01218,100.85,0.02769,280.36,280.327,1
2025-06-06T10:50:00Z,99600,288.05,1.79,11.4,100,0.121,55.6,38.5,0.3,286.537,285.873,285.427,285.027,284.188,283.452,282.965,282.809,282.623,282.132,281.171,280.712,0.01226,101.49,0.02769,280.364,280.315,1
2025-06-06T11:00:00Z,99610,288.05,1.79,11.2,100,0.121,55.6,20.3,1.4,286.503,285.845,285.448,285.067,284.431,283.6,283.042,282.801,282.629,282.241,281.128,280.539,0.01226,101.34,0.02769,280.307,280.26,1
2025-06-06T11:10:00Z,99610,288.15,1.88,18.8,100,0.155,68.1,90.6,0.3,286.412,285.843,285.476,285.074,284.771,283.711,283.062,282.787,282.607,282.161,280.988,280.507,0.01226,101.3,0.02769,280.32,280.243,1
2025-06-06T11:20:00Z,99610,288.15,1.88,33.3,100,0.155,68.1,110,1,286.365,285.837,285.499,285.075,284.788,283.71,283.053,282.83,282.555,282.135,281.043,280.532,0.01226,101.42,0.02768,280.333,280.292,1
2025-06-06T11:30:00Z,99620,288.05,1.97,30.1,100,0.14,61,104.6,1.1,286.355,285.861,285.533,285.171,284.862,283.791,283.029,282.91,282.574,282.097,281.1,280.574,0.01226,101.46,0.02769,280.366,280.315,1
2025-06-06T11:40:00Z,99610,287.85,1.97,37.4,100,0.14,61,116,0.9,286.304,285.87,285.573,285.207,284.93,283.939,283.472,282.949,282.622,282.233,281.481,280.709,0.0122,101.31,0.02769,280.482,280.434,1
2025-06-06T11:50:00Z,99600,288.05,2.08,40.4,100,0.128,66.9,30.2,1.8,286.298,285.878,285.595,285.205,284.885,283.933,283.293,282.96,282.704,282.387,281.413,280.789,0.01219,101.34,0.02769,280.537,280.483,1
2025-06-06T12:00:00Z,99610,287.95,2.08,31.4,100,0.128,66.9,22.2,1.3,286.23,285.837,285.573,285.201,284.953,283.896,283.34,282.955,282.709,282.287,281.093,280.823,0.01221,101.28,0.02769,280.466,280.408,1
2025-06-06T12:10:00Z,99590,288.05,1.99,56,100,0.129,70.9,35.8,1.4,286.192,285.835,285.586,285.215,284.899,283.901,283.267,282.933,282.653,282.208,280.992,280.666,0.01224,101.22,0.0277,280.413,280.261,1
2025-06-06T12:20:00Z,99590,288.05,1.99,91,100,0.129,70.9,20.7,1.6,286.163,285.816,285.573,285.203,284.898,283.802,283.201,282.968,282.648,282.159,280.961,280.677,0.01223,101.33,0.0277,280.362,280.359,1
2025-06-06T12:30:00Z,99590,288.15,2.08,71.3,100,0.113,71,31.9,0.7,286.123,285.773,285.563,285.213,284.938,283.775,283.182,282.842,282.4,281.745,280.803,280.483,0.01229,101.16,0.02772,280.164,280.1,1
2025-06-06T12:40:00Z,99610,288.25,2.08,88.6,100,0.113,71,0,0,286.126,285.741,285.567,285.264,284.973,283.941,283.499,283.005,282.662,282.248,281.416,280.488,0.01226,100.83,0.0277,280.127,280.047,1
2025-06-06T12:50:00Z,99580,288.25,2.08,100.1,100,0.1,77.4,39,0.5,286.158,285.739,285.549,285.309,284.972,283.863,283.391,283.004,282.583,282.032,281.322,280.144,0.01229,100.82,0.02772,280.008,279.942,1
2025-06-06T13:00:00Z,99560,288.25,2.08,129.4,100,0.1,77.4,121.3,1.2,286.151,285.722,285.546,285.299,284.952,283.882,283.414,283.026,282.606,282.113,281.412,280.179,0.01227,100.65,0.02772,280.008,279.958,1
2025-06-06T13:10:00Z,99560,288.25,2.06,163.3,100,0.091,77.4,119.5,1.1,286.158,285.73,285.555,285.3,284.968,283.85,283.62,283.085,282.639,282.107,281.471,280.332,0.01228,100.82,0.02772,280.047,279.983,1
2025-06-06T13:20:00Z,99560,288.35,2.06,94.1,100,0.091,77.4,45.4,0.9,286.128,285.733,285.588,285.293,284.955,283.788,283.526,283.12,282.492,281.962,281.297,280.215,0.01225,100.54,0.02771,280.023,279.974,1
2025-06-06T13:30:00Z,99560,288.35,3.51,129.6,100,0.11,349.3,37.1,0.8,286.158,285.795,285.598,285.328,284.959,283.874,283.647,283.148,282.547,281.984,281.497,280.395,0.01226,100.7,0.02771,280.07,280.016,1
2025-06-06T13:40:00Z,99570,288.45,3.51,105.1,100,0.11,349.3,21.7,0.4,286.178,285.787,285.559,285.252,284.916,283.858,283.618,283.094,282.417,281.879,281.179,280.172,0.01222,100.35,0.02771,280.048,280,1
2025-06-06T13:50:00Z,99580,288.45,3.3,114.6,100,0.096,55.9,342.8,0.9,286.143,285.784,285.556,285.248,284.923,283.886,283.647,283.138,282.399,281.869,281.265,280.158,0.0122,100.21,0.0277,280.057,280.002,1
2025-06-06T14:00:00Z,99570,288.45,3.3,152.3,100,0.096,55.9,352.7,1.2,286.154,285.778,285.54,285.172,284.878,283.797,283.598,283.061,282.218,281.68,281.149,280.128,0.01218,100.03,0.0277,280.038,279.982,1
2025-06-06T14:10:00Z,99580,288.45,4.66,131.2,100,0.084,355,349,1.7,286.098,285.769,285.494,285.141,284.859,283.699,283.58,282.993,282.081,281.605,280.743,280.121,0.01218,99.96,0.02771,280.026,279.971,1
2025-06-06T14:20:00Z,99570,288.45,4.66,164.1,100,0.084,355,352.4,1.7,286.119,285.775,285.497,285.055,284.713,283.648,283.433,282.87,281.881,281.458,280.524,280.117,0.01212,99.43,0.02771,280.011,279.955,1
2025-06-06T14:30:00Z,99550,288.45,1.99,284.4,100,0.076,93.9,13.4,2.3,286.145,285.769,285.519,285.07,284.54,283.612,283.4,282.827,281.873,281.377,280.496,280.108,0.01213,99.51,0.02771,280.015,279.953,1
2025-06-06T14:40:00Z,99590,288.45,1.99,196.9,100,0.076,93.9,359.9,2.2,286.128,285.738,285.508,285.094,284.447,283.582,283.362,282.653,281.782,281.224,280.403,280.072,0.01221,100.11,0.0277,279.982,279.926,1
2025-06-06T14:50:00Z,99550,288.55,2.36,337.1,100,0.07,97,31,2.5,286.131,285.746,285.521,285.157,284.798,283.583,283.48,282.768,281.832,281.087,280.753,280.062,0.01223,100.28,0.02771,279.985,279.929,1
2025-06-06T15:00:00Z,99540,288.55,2.36,473.1,100,0.07,97,41.9,2.9,286.241,285.771,285.537,285.236,284.852,283.598,283.506,282.894,281.872,281.097,280.752,280.05,0.01228,100.66,0.02772,279.971,279.919,1
2025-06-06T15:10:00Z,99520,288.55,2.28,455.7,100,0.07,88.8,48.6,3,286.192,285.754,285.539,285.206,284.668,283.562,283.462,282.773,281.806,280.985,280.709,280.105,0.01222,100.25,0.02771,279.997,279.945,1
2025-06-06T15:20:00Z,99550,288.65,2.28,355.9,100,0.07,88.8,33.6,2.2,286.286,285.692,285.515,285.11,284.566,283.539,283.355,282.711,281.807,280.893,280.716,280.104,0.01227,100.58,0.02772,279.977,279.916,1
2025-06-06T15:30:00Z,99550,288.65,2.3,532.1,100,0.071,82.2,25.7,2.3,286.329,285.757,285.558,285.196,284.686,283.551,283.407,282.735,281.921,281.373,280.708,280.122,0.01223,100.32,0.02771,280.003,279.945,1
2025-06-06T15:40:00Z,99550,288.75,2.3,332,100,0.071,82.2,22.3,1.4,286.246,285.701,285.555,285.144,284.601,283.517,283.316,282.595,281.693,281.12,280.656,280.148,0.01226,100.5,0.02771,279.995,279.933,1
2025-06-06T15:50:00Z,99540,288.85,2.28,417.9,100,0.069,80.6,358.8,1.5,286.282,285.717,285.557,285.165,284.655,283.505,283.357,282.619,281.76,281.075,280.607,280.144,0.0122,99.98,0.02771,279.979,279.922,1
2025-06-06T16:00:00Z,99510,288.95,2.28,744.4,100,0.069,80.6,29.6,2.2,286.3,285.723,285.558,285.178,284.613,283.528,283.347,282.553,281.725,281.034,280.584,280.144,0.01224,100.38,0.02772,279.983,279.922,1
2025-06-06T16:10:00Z,99490,288.95,1.93,838.4,100,0.083,88.8,42.2,2.4,286.317,285.758,285.6,285.226,284.764,283.556,283.341,282.588,281.802,281.086,280.52,280.353,0.01227,100.6,0.02771,279.988,279.929,1
2025-06-06T16:20:00Z,99480,289.15,1.93,722.1,100,0.083,88.8,40.5,1.5,286.35,285.781,285.605,285.229,284.671,283.598,283.329,282.563,281.698,280.989,280.414,280.083,0.01213,99.4,0.02771,279.957,279.895,1
2025-06-06T16:30:00Z,99470,289.25,1.88,909.1,100,0.066,66.5,58.3,2.3,286.387,285.801,285.617,285.212,284.263,283.557,283.316,282.521,281.651,281.134,280.437,280.162,0.01224,100.32,0.02771,279.957,279.903,1
2025-06-06T16:40:00Z,99470,289.35,1.88,855.4,100,0.066,66.5,67.4,1.4,286.656,285.829,285.615,285.17,283.883,283.521,283.302,282.41,281.638,281.13,280.525,280.118,0.01232,100.95,0.02772,279.967,279.913,1
2025-06-06T16:50:00Z,99490,289.75,2.16,813.4,99.6,0.058,81.7,44.9,0.6,286.47,285.789,285.611,285.069,283.891,283.478,283.232,282.249,281.581,281.185,280.569,280.115,0.01219,99.94,0.02771,279.991,279.942,1
2025-06-06T17:00:00Z,99500,290.15,2.16,495.9,98.2,0.058,81.7,23.8,1.2,286.582,285.816,285.616,285.189,283.95,283.524,283.286,282.274,281.53,281.074,280.576,280.098,0.01222,100.26,0.02771,280.015,279.961,1
2025-06-06T17:10:00Z,99480,290.25,2.1,441.3,97.9,0.057,77.3,44.3,2.6,286.725,285.831,285.615,285.127,283.962,283.495,283.279,282.101,281.55,281.012,280.633,280.084,0.01213,99.42,0.02771,279.986,279.929,1
2025-06-06T17:20:00Z,99440,290.05,2.1,803.4,98.6,0.057,77.3,49.9,2.2,286.894,285.897,285.617,285.126,283.995,283.49,283.251,282.038,281.587,281.034,280.689,280.233,0.0122,100.08,0.02771,280.002,279.947,1
2025-06-06T17:30:00Z,99440,290.05,2.17,687.7,98.9,0.057,74.1,27.7,1,287.011,285.891,285.615,285.063,284.004,283.471,283.153,281.937,281.631,281.212,280.662,280.208,0.01231,100.94,0.02769,280.011,279.942,1
2025-06-06T17:40:00Z,99430,290.55,2.17,841.9,97.8,0.057,74.1,40.2,0.6,286.975,285.854,285.576,284.987,283.947,283.442,283.137,281.876,281.684,281.122,280.598,280.144,0.01228,100.72,0.02771,280.001,279.956,1
2025-06-06T17:50:00Z,99420,291.15,2.09,540.1,96,0.054,77.7,43.6,1.3,287.001,285.809,285.522,284.863,283.857,283.422,283.139,281.841,281.728,281.085,280.607,280.041,0.0123,100.83,0.0277,279.972,279.919,1
2025-06-06T18:00:00Z,99420,291.15,2.09,783.8,96,0.054,77.7,34.7,1.6,286.995,285.807,285.48,284.783,283.785,283.408,283.15,281.902,281.743,281.234,280.554,280.132,0.01233,101.14,0.0277,280.006,279.953,1
2025-06-06T18:10:00Z,99400,290.85,2.01,794.6,97.5,0.056,75.1,40.9,2.4,287.051,285.881,285.55,284.909,283.965,283.443,283.199,281.944,281.717,281.057,280.447,280.114,0.01237,101.5,0.0277,280.019,279.965,1
2025-06-06T18:20:00Z,99390,291.05,2.01,776.4,97.3,0.056,75.1,47.2,1.6,286.861,285.913,285.603,285.001,284.029,283.456,283.189,281.946,281.704,280.798,280.338,280.125,0.01247,102.28,0.0277,280.007,279.946,1
2025-06-06T18:30:00Z,99370,291.05,1.99,767.9,97.1,0.047,85.9,54.2,2.4,286.737,285.887,285.594,285.006,284.09,283.459,283.247,281.969,281.703,280.79,280.27,280.102,0.01249,102.47,0.0277,280.008,279.959,1
2025-06-06T18:40:00Z,99350,291.05,1.99,770.4,97.6,0.047,85.9,53.1,2,286.642,285.889,285.605,284.999,283.97,283.447,283.215,281.983,281.715,281.128,280.21,280.015,0.01249,102.29,0.0277,279.971,279.89,1
2025-06-06T18:50:00Z,99340,290.95,1.93,762,98.3,0.049,73.7,25.7,1.7,286.616,285.884,285.616,284.999,283.963,283.452,283.233,282.03,281.75,281.174,280.206,279.968,0.01244,101.78,0.0277,279.908,279.852,1
2025-06-06T19:00:00Z,99340,291.15,1.93,807.7,97.6,0.049,73.7,21.3,2.1,286.498,285.87,285.615,284.998,283.959,283.465,283.23,282.076,281.779,281.189,280.417,279.959,0.01243,101.66,0.0277,279.897,279.834,1
2025-06-06T19:10:00Z,99340,291.15,1.55,758.6,97.4,0.044,64.4,14.1,2.1,286.478,285.881,285.618,284.999,283.995,283.511,283.271,282.199,281.78,281.238,280.509,279.972,0.01244,101.74,0.02768,279.895,279.84,1
2025-06-06T19:20:00Z,99340,291.15,1.55,785.6,97.3,0.044,64.4,9.7,2.1,286.578,285.934,285.63,285.115,284.19,283.561,283.378,282.525,281.811,281.238,280.679,280.155,0.01246,102.03,0.02769,279.938,279.882,1
2025-06-06T19:30:00Z,99320,291.25,3.17,633.6,96.9,0.064,28.5,346.3,1.6,286.59,285.986,285.66,285.213,284.307,283.642,283.422,282.953,281.827,281.208,280.554,280.065,0.01245,101.95,0.0277,279.927,279.873,1
2025-06-06T19:40:00Z,99310,291.35,3.17,476.3,97.2,0.064,28.5,13.9,1.9,286.514,285.937,285.632,285.091,284.251,283.625,283.417,283.037,281.859,281.272,280.677,280.281,0.01248,102.3,0.0277,279.985,279.925,1
2025-06-06T19:50:00Z,99290,291.55,3.09,736.6,96.5,0.107,311,25.8,1.3,286.48,285.955,285.631,285.112,284.3,283.638,283.447,283.127,281.897,281.518,280.734,280.287,0.0125,102.54,0.0277,280.033,279.965,1
2025-06-06T20:00:00Z,99300,291.85,3.09,606.8,95.8,0.107,311,0,1,286.456,285.943,285.63,285.033,284.242,283.65,283.45,283.176,281.978,281.623,280.758,280.278,0.01249,102.75,0.02769,280.118,280.046,1
2025-06-06T20:10:00Z,99280,291.75,3.87,428,96.3,0.071,303.3,10.7,2.1,286.508,285.973,285.634,285.104,284.279,283.681,283.476,283.238,282.317,281.756,280.941,280.298,0.01244,102.43,0.02769,280.161,280.095,1
2025-06-06T20:20:00Z,99280,291.65,3.87,387.1,96.9,0.071,303.3,7.3,1.8,286.505,285.975,285.628,285.017,284.297,283.656,283.468,283.199,282.004,281.693,280.858,280.25,0.01249,102.65,0.02768,280.102,280.038,1
2025-06-06T20:30:00Z,99260,291.65,3.49,349.1,96.4,0.063,293.6,19.7,2.7,286.531,285.982,285.627,284.964,284.304,283.627,283.453,283.185,281.964,281.629,280.729,280.188,0.01249,102.61,0.02769,280.068,280.013,1
2025-06-06T20:40:00Z,99240,291.55,3.49,602.1,96.3,0.063,293.6,26.1,2.4,286.54,286.025,285.64,285.039,284.376,283.801,283.465,283.214,281.995,281.682,280.924,280.215,0.01248,102.57,0.02768,280.098,280.032,1
2025-06-06T20:50:00Z,99240,291.75,4.15,246.3,95.2,0.068,284.8,29.7,1.9,286.571,286.017,285.638,285.068,284.377,283.822,283.471,283.228,282.011,281.651,280.77,280.156,0.01249,102.6,0.02769,280.065,280.002,1
2025-06-06T21:00:00Z,99260,291.85,4.15,737.8,95.2,0.068,284.8,18,1,286.54,285.983,285.634,284.996,284.362,283.793,283.456,283.193,282.015,281.617,280.722,280.154,0.01249,102.6,0.02769,280.055,279.996,1
2025-06-06T21:10:00Z,99250,292.15,4.15,428.4,95,0.068,281,7.6,1.3,286.478,285.954,285.615,284.958,284.36,283.893,283.486,283.231,282.048,281.602,280.667,280.139,0.01249,102.52,0.02769,280.031,279.98,1
2025-06-06T21:20:00Z,99260,292.25,4.15,228.6,94.9,0.068,281,10.4,1.4,286.439,285.89,285.528,284.869,284.319,283.634,283.457,283.208,282.06,281.59,280.655,280.135,0.01249,102.46,0.02769,280.016,279.961,1
2025-06-06T21:30:00Z,99230,291.95,1.77,261,96.1,0.059,204.1,354.4,3.3,286.433,285.905,285.529,284.9,284.346,283.748,283.493,283.257,282.144,281.624,280.693,280.139,0.01249,102.46,0.02769,280.016,279.961,1
2025-06-06T21:40:00Z,99220,291.75,1.77,440.9,96.8,0.059,204.1,353.5,3,286.367,285.824,285.43,284.743,284.307,283.557,283.449,283.218,282.086,281.48,280.549,280.125,0.01248,102.39,0.0277,279.992,279.94,1
2025-06-06T21:50:00Z,99210,291.65,1.49,257.2,97,0.047,200.5,341.2,2.4,286.367,285.793,285.384,284.654,284.3,283.55,283.454,283.221,282.086,281.421,280.616,280.132,0.01248,102.39,0.0277,280.01,279.96,1
2025-06-06T22:00:00Z,99190,291.55,1.49,414.8,97.5,0.047,200.5,3.7,2.1,286.394,285.847,285.423,284.638,284.314,283.555,283.475,283.249,282.158,281.413,280.768,280.127,0.01244,102.18,0.0277,280.043,279.987,1
2025-06-06T22:10:00Z,99170,291.25,4.12,338.5,98.1,0.034,255.5,358.4,3.2,286.401,285.869,285.46,284.666,284.339,283.552,283.465,283.244,282.157,281.389,280.766,280.124,0.01241,101.92,0.0277,280.053,280.001,1
2025-06-06T22:20:00Z,99170,291.05,4.12,217.5,98.3,0.034,255.5,354.1,3.1,286.396,285.843,285.398,284.649,284.321,283.543,283.45,283.242,282.2,281.676,280.993,280.182,0.0124,101.94,0.02769,280.08,280.028,1
2025-06-06T22:30:00Z,99160,291.05,4.18,348,98.3,0.029,281.6,345.6,2.8,286.377,285.829,285.427,284.68,284.323,283.542,283.442,283.245,282.213,281.729,281.146,280.265,0.01238,101.84,0.02768,280.097,280.047,1
2025-06-06T22:40:00Z,99170,290.95,4.18,164.6,97.9,0.029,281.6,354.2,2.1,286.339,285.745,285.3,284.655,284.225,283.531,283.431,283.246,282.174,281.678,281.09,280.292,0.01238,101.81,0.02769,280.107,280.055,1
2025-06-06T22:50:00Z,99190,290.95,4.15,147.6,98.4,0.033,30.9,338.1,1.8,286.348,285.709,285.306,284.595,284.188,283.527,283.41,283.159,282.111,281.594,281.048,280.279,0.01238,101.81,0.02769,280.11,280.055,1
2025-06-06T23:00:00Z,99200,290.85,4.15,107.1,99.1,0.033,30.9,327.9,2.4,286.362,285.775,285.383,284.709,284.244,283.558,283.466,283.263,282.184,281.61,281.071,280.333,0.01238,101.81,0.02769,280.096,280.041,1
2025-06-06T23:10:00Z,99190,290.75,3.75,102.8,99.6,0.037,346.1,341.2,2,286.363,285.758,285.384,284.741,284.221,283.555,283.426,283.21,282.138,281.494,281.039,280.416,0.01237,101.82,0.02769,280.138,280.084,1
2025-06-06T23:20:00Z,99180,290.75,3.75,89,99.7,0.037,346.1,331.7,2.4,286.391,285.768,285.433,284.774,284.242,283.568,283.488,283.259,282.147,281.495,281.044,280.51,0.01237,101.96,0.02768,280.171,280.126,1
2025-06-06T23:30:00Z,99190,290.75,4.29,107.4,99.5,0.127,308.1,341.9,1.8,286.353,285.802,285.442,284.708,284.226,283.564,283.495,283.28,282.164,281.502,281.04,280.54,0.01237,101.87,0.02767,280.197,280.121,1
2025-06-06T23:40:00Z,99190,290.75,4.29,64.9,98.9,0.127,308.1,339.9,1.9,286.336,285.819,285.493,284.713,284.236,283.592,283.512,283.355,282.311,281.688,281.106,280.7,0.01236,102.12,0.02768,280.31,280.24,1
2025-06-06T23:50:00Z,99190,290.65,4.37,58.6,98.9,0.066,305.9,336.8,2.4,286.356,285.827,285.511,284.718,284.224,283.604,283.523,283.354,282.381,281.737,281.109,280.771,0.01234,102.16,0.02767,280.34,280.334,1
2025-06-07T00:00:00Z,99160,290.65,4.37,71.9,98.7,0.066,305.9,343.2,2.5,286.28,285.762,285.405,284.601,284.159,283.602,283.501,283.36,282.42,281.753,281.09,280.775,0.01233,102.07,0.02768,280.402,280.314,1
2025-06-07T00:10:00Z,99180,290.65,2.57,45,98.8,0.063,328,341.2,2.5,286.282,285.779,285.426,284.596,284.17,283.62,283.531,283.382,283.123,282.004,281.116,280.849,0.0123,102.05,0.02767,280.512,280.405,1
2025-06-07T00:20:00Z,99160,290.55,2.57,34,98.9,0.063,328,341.7,2.7,286.3,285.798,285.394,284.591,284.178,283.66,283.549,283.391,283.141,282.062,281.106,280.842,0.0123,102.12,0.02767,280.498,280.424,1
2025-06-07T00:30:00Z,99160,290.65,4.55,19.3,98.7,0.062,303.2,344.4,1.9,286.356,285.84,285.468,284.619,284.232,283.682,283.535,283.389,282.944,281.971,281.045,280.819,0.01231,102.11,0.02768,280.441,280.405,1
2025-06-07T00:40:00Z,99160,290.65,4.55,8.4,98.2,0.062,303.2,343.9,1.9,286.3,285.807,285.39,284.602,284.201,283.652,283.567,283.4,283.094,282.071,281.098,280.874,0.01223,101.9,0.02768,280.601,280.559,1
2025-06-07T00:50:00Z,99170,290.65,4.5,3.3,98.3,0.059,298.6,354,1.3,286.359,285.786,285.376,284.583,284.199,283.672,283.571,283.423,283.189,282.143,281.407,280.912,0.01219,101.73,0.02767,280.66,280.624,1
2025-06-07T01:00:00Z,99160,290.75,4.5,0.6,97.6,0.059,298.6,345.3,1.5,286.442,285.851,285.51,284.665,284.24,283.732,283.573,283.432,283.188,282.14,281.402,280.895,0.01223,101.91,0.02767,280.655,280.58,1
2025-06-07T01:10:00Z,99170,290.65,4.5,0,97.9,0.051,299.5,350.9,1.7,286.39,285.834,285.469,284.66,284.244,283.749,283.565,283.418,283.127,282.12,281.351,280.898,0.01224,101.95,0.02767,280.628,280.564,1
2025-06-07T01:20:00Z,99180,290.65,4.5,0,97.9,0.051,299.5,349.8,1.5,286.518,285.882,285.582,284.717,284.25,283.775,283.589,283.432,283.171,282.12,281.395,280.897,0.01223,101.89,0.02767,280.633,280.561,1
2025-06-07T01:30:00Z,99190,290.75,4.5,0,97.7,0.065,304.8,3.3,1.8,286.649,285.931,285.693,285.044,284.356,283.929,283.65,283.449,283.2,282.109,281.437,280.926,0.0122,101.79,0.02767,280.681,280.62,1
2025-06-07T01:40:00Z,99200,290.85,4.5,0,97.7,0.065,304.8,13.4,2.3,286.628,285.935,285.675,285.045,284.342,283.84,283.629,283.456,283.175,282.097,281.318,280.921,0.01222,101.87,0.02767,280.669,280.599,1
